,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,issue_d,loan_status,pymnt_plan,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,new_term,int_rates_add_2pct
1337,111074169,,23000,23000,23000,36 months,5.32,692.64,A,A1,17-Jun,Current,n,,credit_card,Credit card refinancing,970xx,OR,36.96,0,Jan-94,0,,,12,0,42871,55.6,19,w,48 months,7.320000172
1338,111918657,,8000,8000,8000,36 months,7.07,247.28,A,A2,17-Jun,Current,n,,debt_consolidation,Debt consolidation,480xx,MI,16.21,0,11-Aug,0,,,7,0,6584,25.3,10,w,48 months,9.070000172
1339,110028692,,10000,10000,10000,36 months,10.42,324.65,B,B3,17-Jun,Current,n,,home_improvement,Home improvement,302xx,GA,14.33,0,Apr-99,0,30,,5,0,33399,35.6,12,w,48 months,12.42000008
1340,111093566,,7000,7000,7000,36 months,18.06,253.28,D,D2,17-Jun,Current,n,,credit_card,Credit card refinancing,068xx,CT,3.59,0,12-Sep,1,,,3,0,5583,93.1,5,w,48 months,20.05999947
1341,112028626,,12000,12000,12000,36 months,11.99,398.52,B,B5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,721xx,AR,11.16,0,2-Nov,0,,87,6,1,13587,52.3,14,w,48 months,13.98999977
1342,111866778,,7075,7075,7075,36 months,21.45,268.19,D,D5,17-Jun,Current,n,,home_improvement,Home improvement,349xx,FL,13.33,0,13-Jan,0,,,9,0,15761,26,14,w,48 months,23.45000076
1343,111650432,,12000,12000,12000,36 months,12.62,402.14,C,C1,17-Jun,Current,n,,debt_consolidation,Debt consolidation,853xx,AZ,19.75,0,7-Feb,0,43,,9,0,14571,59.7,17,w,48 months,14.61999989
1344,112169384,,5000,5000,5000,36 months,5.32,150.58,A,A1,17-Jun,Current,n,,other,Other,284xx,NC,18.89,0,Jun-95,0,76,,12,0,1623,6.3,20,w,48 months,7.320000172
1345,111863211,,8000,8000,8000,36 months,9.93,257.88,B,B2,17-Jun,Current,n,,other,Other,481xx,MI,22.66,0,Nov-85,0,56,116,11,1,9515,88.9,22,w,48 months,11.93000031
1346,112259193,,10000,10000,10000,36 months,11.99,332.1,B,B5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,482xx,MI,32.2,2,Mar-83,0,0,104,26,1,6829,25.5,33,w,48 months,13.98999977
1347,112116452,,28000,28000,28000,36 months,16.02,984.68,C,C5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,327xx,FL,4.68,0,May-00,0,,81,18,1,8791,13.1,34,w,48 months,18.02000046
1348,111788247,,15000,15000,15000,36 months,11.99,498.15,B,B5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,750xx,TX,20.1,0,4-Jul,0,,,23,0,31884,55.7,47,w,48 months,13.98999977
1349,112040455,,1000,1000,1000,36 months,7.97,31.33,A,A5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,548xx,WI,4.29,0,Mar-90,1,,,6,0,1345,5.4,11,w,48 months,9.96999979
1350,112005410,,9800,9800,9800,36 months,9.93,315.9,B,B2,17-Jun,Current,n,,major_purchase,Major purchase,575xx,SD,31.57,1,Oct-00,1,21,,9,0,5363,43.6,19,w,48 months,11.93000031
1351,111609580,,10000,10000,10000,36 months,11.99,332.1,B,B5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,087xx,NJ,29.3,0,8-May,1,,,17,0,18956,26.6,30,w,48 months,13.98999977
1352,110671017,,35000,35000,35000,36 months,16.02,1230.85,C,C5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,582xx,ND,14.48,0,4-Apr,0,,63,11,1,23547,87.9,22,w,48 months,18.02000046
1353,112052279,,12000,12000,12000,36 months,9.44,384.06,B,B1,17-Jun,Current,n,,debt_consolidation,Debt consolidation,618xx,IL,10.34,0,12-Mar,0,,,6,0,8716,38.6,9,w,48 months,11.43999958
1354,111256282,,18000,18000,18000,36 months,18.06,651.29,D,D2,17-Jun,Current,n,,debt_consolidation,Debt consolidation,490xx,MI,20.51,0,6-Jun,4,,,11,0,27824,55.2,18,w,48 months,20.05999947
1355,112054867,,7200,7200,7200,36 months,13.59,244.65,C,C2,17-Jun,Current,n,,debt_consolidation,Debt consolidation,484xx,MI,29.72,0,Oct-91,0,29,63,5,2,4118,33.5,10,w,48 months,15.59000015
1356,111808954,,6000,6000,6000,36 months,7.21,185.84,A,A3,17-Jun,Current,n,,car,Car financing,325xx,FL,3.15,0,11-Jul,0,,,5,0,2664,14.3,6,w,48 months,9.210000038
1357,111916562,,13000,13000,13000,36 months,10.42,422.05,B,B3,17-Jun,Current,n,,credit_card,Credit card refinancing,304xx,GA,18.77,0,1-Dec,0,37,,7,0,12200,86.5,18,w,48 months,12.42000008
1358,112116199,,3400,3400,3400,36 months,15.05,117.95,C,C4,17-Jun,Current,n,,major_purchase,Major purchase,713xx,LA,29.05,0,6-Jun,1,,,13,0,15196,65.5,44,w,48 months,17.05000019
1359,112219254,,25000,25000,25000,36 months,5.32,752.87,A,A1,17-Jun,Current,n,,debt_consolidation,Debt consolidation,079xx,NJ,11.2,0,Apr-78,1,,,12,0,42200,64.5,35,w,48 months,7.320000172
1360,111716426,,16000,16000,16000,36 months,9.93,515.75,B,B2,17-Jun,Current,n,,debt_consolidation,Debt consolidation,191xx,PA,29.54,0,7-Sep,0,65,,19,0,13060,45.7,31,w,48 months,11.93000031
1361,112083805,,10250,10250,10250,36 months,19.03,375.88,D,D3,17-Jun,Current,n,,credit_card,Credit card refinancing,770xx,TX,30.33,0,9-Sep,0,,,6,0,10271,79.6,14,w,48 months,21.03000069
1362,112369182,,15000,15000,15000,36 months,13.59,509.69,C,C2,17-Jun,Current,n,,debt_consolidation,Debt consolidation,372xx,TN,23.37,0,Feb-00,1,,70,17,1,14239,48.3,37,w,48 months,15.59000015
1363,111846741,,20000,20000,20000,36 months,7.35,620.75,A,A4,17-Jun,Current,n,,credit_card,Credit card refinancing,850xx,AZ,21.22,1,Feb-94,4,33,,23,0,72452,71,44,w,48 months,9.349999905
1364,112145781,,11000,11000,11000,36 months,11.99,365.31,B,B5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,211xx,MD,21.1,3,1-Mar,0,11,,17,0,5219,15,37,w,48 months,13.98999977
1365,111757100,,6600,6600,6600,36 months,9.44,211.24,B,B1,17-Jun,Current,n,,debt_consolidation,Debt consolidation,282xx,NC,23.46,0,7-May,1,,,15,0,14847,35.8,27,w,48 months,11.43999958
1366,111776243,,22950,22950,22950,36 months,15.05,796.14,C,C4,17-Jun,Current,n,,debt_consolidation,Debt consolidation,010xx,MA,23.29,0,Nov-96,2,29,87,6,1,23081,89,16,w,48 months,17.05000019
1367,112309575,,7000,7000,7000,36 months,10.91,228.88,B,B4,17-Jun,Late (31-120 days),n,,credit_card,Credit card refinancing,897xx,NV,21.55,0,13-Oct,0,,,5,0,5850,60.3,7,w,48 months,12.90999985
1368,110712526,,10000,10000,10000,36 months,12.62,335.12,C,C1,17-Jun,Current,n,,debt_consolidation,Debt consolidation,328xx,FL,18.04,0,14-Mar,2,,,9,0,9967,50.9,10,w,48 months,14.61999989
1369,112076049,,14000,14000,14000,36 months,15.05,485.66,C,C4,17-Jun,Current,n,,credit_card,Credit card refinancing,547xx,WI,33.78,0,Jul-86,0,,60,9,1,21483,77.8,20,w,48 months,17.05000019
1370,110088750,,20000,20000,20000,36 months,7.97,626.46,A,A5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,100xx,NY,13.75,0,Jan-94,0,,47,16,1,39758,76.3,21,w,48 months,9.96999979
1371,112050511,,1200,1200,1200,36 months,10.91,39.24,B,B4,17-Jun,Current,n,,medical,Medical expenses,924xx,CA,11.47,0,May-94,3,66,,8,0,685,2,19,w,48 months,12.90999985
1372,111914983,,7000,7000,7000,36 months,10.91,228.88,B,B4,17-Jun,Current,n,,credit_card,Credit card refinancing,381xx,TN,19.63,0,8-Jun,0,42,,4,0,5396,85.7,8,w,48 months,12.90999985
1373,110332605,,4500,4500,4500,36 months,7.21,139.38,A,A3,17-Jun,Current,n,,other,Other,640xx,MO,16.27,0,Oct-94,1,,,11,0,22537,52.2,26,w,48 months,9.210000038
1374,112082449,,10000,10000,10000,36 months,19.03,366.72,D,D3,17-Jun,Current,n,,home_improvement,Home improvement,493xx,MI,33.03,0,Oct-93,0,32,,10,0,25511,64.9,26,w,48 months,21.03000069
1375,112084607,,6000,6000,6000,36 months,10.91,196.18,B,B4,17-Jun,Current,n,,debt_consolidation,Debt consolidation,773xx,TX,8.51,1,5-Aug,0,23,,7,0,4878,39.7,10,w,48 months,12.90999985
1376,112279256,,20000,20000,20000,36 months,14.08,684.33,C,C3,17-Jun,Current,n,,debt_consolidation,Debt consolidation,327xx,FL,18.36,1,4-Aug,1,17,,15,0,15656,79.9,22,w,48 months,16.07999992
1377,111661874,,25000,25000,25000,36 months,7.97,783.07,A,A5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,917xx,CA,14.62,1,Sep-99,0,20,,17,0,30348,39,35,w,48 months,9.96999979
1378,112132125,,25000,25000,25000,36 months,9.44,800.13,B,B1,17-Jun,Current,n,,credit_card,Credit card refinancing,775xx,TX,26.96,0,Jun-99,0,,,8,0,14566,31.1,17,w,48 months,11.43999958
1379,112309392,,5375,5375,5375,36 months,10.91,175.75,B,B4,17-Jun,Current,n,,credit_card,Credit card refinancing,123xx,NY,24.44,0,Oct-82,0,,80,18,1,3106,13.2,46,w,48 months,12.90999985
1380,112027851,,3000,3000,3000,36 months,9.44,96.02,B,B1,17-Jun,Current,n,,medical,Medical expenses,945xx,CA,6.52,0,Nov-97,0,,,6,0,3262,12.2,8,w,48 months,11.43999958
1381,111788514,,16000,16000,16000,36 months,10.42,519.44,B,B3,17-Jun,Current,n,,debt_consolidation,Debt consolidation,554xx,MN,19.95,0,2-Jul,0,38,,13,0,22750,67.7,18,w,48 months,12.42000008
1382,110365666,,3000,3000,3000,36 months,16.02,105.51,C,C5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,960xx,CA,12.8,0,7-Aug,1,42,,8,0,3376,49.6,15,w,48 months,18.02000046
1383,112053686,,12000,12000,12000,36 months,11.99,398.52,B,B5,17-Jun,Late (16-30 days),n,,debt_consolidation,Debt consolidation,156xx,PA,13.43,0,Sep-94,0,59,,5,0,2584,61.5,51,w,48 months,13.98999977
1384,111776731,,1750,1750,1750,36 months,22.91,67.66,E,E1,17-Jun,Current,n,,debt_consolidation,Debt consolidation,384xx,TN,24.77,0,Sep-97,0,,,4,0,5777,62,15,w,48 months,24.90999985
1385,111131123,,7000,7000,7000,36 months,11.99,232.47,B,B5,17-Jun,Current,n,,credit_card,Credit card refinancing,895xx,NV,12.48,0,8-Apr,0,,,7,0,11992,52.8,12,w,48 months,13.98999977
1386,111759436,,3600,3600,3600,36 months,11.99,119.56,B,B5,17-Jun,Current,n,,vacation,Vacation,773xx,TX,25.18,1,May-95,0,5,,21,0,10269,60.1,34,w,48 months,13.98999977
1387,112016351,,8400,8400,8400,36 months,10.42,272.71,B,B3,17-Jun,Current,n,,debt_consolidation,Debt consolidation,986xx,WA,8.27,0,Jul-99,0,,,7,0,11287,70.5,16,w,48 months,12.42000008
1388,110091784,,20000,20000,20000,36 months,7.35,620.75,A,A4,17-Jun,Current,n,,debt_consolidation,Debt consolidation,921xx,CA,26.75,0,Apr-78,0,,,27,0,22243,25.5,33,w,48 months,9.349999905
1389,111789190,,4800,4800,4800,36 months,7.07,148.37,A,A2,17-Jun,Current,n,,home_improvement,Home improvement,130xx,NY,8.18,0,Oct-94,0,,,7,0,1097,49.9,15,w,48 months,9.070000172
1390,110798318,,5000,5000,5000,36 months,10.42,162.33,B,B3,17-Jun,Current,n,,debt_consolidation,Debt consolidation,445xx,OH,23.87,0,May-82,1,,111,15,1,15184,73,26,w,48 months,12.42000008
1391,110779919,,8000,8000,8000,36 months,7.97,250.59,A,A5,17-Jun,Current,n,,vacation,Vacation,784xx,TX,19.1,0,Apr-94,2,40,45,9,1,9631,73,27,w,48 months,9.96999979
1392,112063741,,35000,35000,35000,36 months,19.03,1283.5,D,D3,17-Jun,Current,n,,debt_consolidation,Debt consolidation,945xx,CA,14.06,0,1-Dec,0,73,,8,0,23181,55.1,12,w,48 months,21.03000069
1393,112239118,,28800,28800,28800,36 months,7.97,902.09,A,A5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,330xx,FL,16.11,0,Jun-94,0,36,,13,0,16913,59.1,28,w,48 months,9.96999979
1394,112026523,,14400,14400,14400,36 months,29.69,608.87,F,F2,17-Jun,Current,n,,debt_consolidation,Debt consolidation,777xx,TX,22.41,0,Apr-95,0,,,23,0,7168,20.3,40,f,48 months,31.69000053
1395,110588334,,2400,2400,2400,36 months,12.62,80.43,C,C1,17-Jun,Current,n,,moving,Moving and relocation,380xx,TN,16.83,0,Mar-95,0,45,,7,0,9967,76.7,18,w,48 months,14.61999989
1396,111752592,,5000,5000,5000,36 months,13.59,169.9,C,C2,17-Jun,Current,n,,other,Other,703xx,LA,24.73,5,6-Jan,0,6,,9,0,3300,57.9,13,w,48 months,15.59000015
1397,110790552,,28000,28000,28000,36 months,18.06,1013.12,D,D2,17-Jun,Current,n,,debt_consolidation,Debt consolidation,190xx,PA,34.15,0,3-Apr,0,,,22,0,58567,51.8,43,w,48 months,20.05999947
1398,111580253,,8400,8400,8400,36 months,21.45,318.42,D,D5,17-Jun,Current,n,,other,Other,336xx,FL,33.24,0,13-Oct,0,,82,14,1,9135,50.2,18,w,48 months,23.45000076
1399,111480972,,3300,3300,3300,36 months,15.05,114.48,C,C4,17-Jun,Current,n,,credit_card,Credit card refinancing,210xx,MD,18.61,0,5-Jul,0,,,14,0,34020,52.7,19,w,48 months,17.05000019
1400,111796528,,35000,35000,35000,36 months,12.62,1172.9,C,C1,17-Jun,Current,n,,credit_card,Credit card refinancing,600xx,IL,18.63,0,May-91,1,43,,23,0,26993,49.8,48,w,48 months,14.61999989
1401,111967527,,25000,25000,25000,36 months,5.32,752.87,A,A1,17-Jun,Current,n,,home_improvement,Home improvement,483xx,MI,5.34,0,7-Jun,1,,,15,0,20501,15.4,31,w,48 months,7.320000172
1402,112088549,,9475,9475,9475,36 months,10.91,309.8,B,B4,17-Jun,Current,n,,debt_consolidation,Debt consolidation,178xx,PA,15.6,0,4-Aug,1,30,,6,0,3648,25.3,12,w,48 months,12.90999985
1403,112076304,,8000,8000,8000,36 months,13.59,271.84,C,C2,17-Jun,Current,n,,debt_consolidation,Debt consolidation,770xx,TX,23.08,0,12-Aug,0,,,10,0,6959,54.4,12,w,48 months,15.59000015
1404,111976092,,28000,28000,28000,36 months,12.62,938.32,C,C1,17-Jun,Current,n,,credit_card,Credit card refinancing,341xx,FL,71.46,0,Nov-98,0,58,,21,0,32245,67.7,34,w,48 months,14.61999989
1405,111644083,,35000,35000,35000,36 months,14.08,1197.58,C,C3,17-Jun,Current,n,,debt_consolidation,Debt consolidation,064xx,CT,10.1,1,Oct-93,4,4,,16,0,21211,40.3,35,w,48 months,16.07999992
1406,111461560,,8400,8400,8400,36 months,9.44,268.85,B,B1,17-Jun,Current,n,,debt_consolidation,Debt consolidation,104xx,NY,10.78,4,Oct-82,1,14,,6,0,4228,56.4,14,w,48 months,11.43999958
1407,111846653,,16500,16500,16500,36 months,15.05,572.39,C,C4,17-Jun,Late (31-120 days),n,,other,Other,377xx,TN,10.61,0,6-Nov,1,,,4,0,7705,91,9,w,48 months,17.05000019
1408,111897170,,14400,14400,14400,36 months,14.08,492.72,C,C3,17-Jun,Current,n,,debt_consolidation,Debt consolidation,704xx,LA,20.43,2,3-Sep,0,19,,6,0,10055,70.8,20,w,48 months,16.07999992
1409,112051081,,24000,24000,24000,36 months,25.82,964.68,E,E4,17-Jun,Current,n,,debt_consolidation,Debt consolidation,104xx,NY,16.54,0,8-Aug,2,,,9,0,19125,74.1,29,w,48 months,27.81999969
1410,111946505,,14000,14000,14000,36 months,10.91,457.75,B,B4,17-Jun,Current,n,,debt_consolidation,Debt consolidation,907xx,CA,8.76,0,7-Dec,0,,,13,0,12602,39.1,15,w,48 months,12.90999985
1411,111836425,,24000,24000,24000,36 months,5.32,722.76,A,A1,17-Jun,Current,n,,debt_consolidation,Debt consolidation,300xx,GA,6.5,0,Oct-90,0,60,,9,0,22717,46.4,21,w,48 months,7.320000172
1412,112060846,,15500,15500,15500,36 months,5.32,466.78,A,A1,17-Jun,Current,n,,credit_card,Credit card refinancing,935xx,CA,11.11,0,Sep-94,0,,,8,0,17286,72.6,30,w,48 months,7.320000172
1413,109788676,,8400,8400,8400,36 months,12.62,281.5,C,C1,17-Jun,Current,n,,credit_card,Credit card refinancing,657xx,MO,23.5,0,Dec-94,1,,,8,0,7923,65,35,w,48 months,14.61999989
1414,110919778,,10000,10000,10000,36 months,10.42,324.65,B,B3,17-Jun,Current,n,,debt_consolidation,Debt consolidation,292xx,SC,16.82,1,Apr-00,0,9,,12,0,1793,16.6,25,w,48 months,12.42000008
1415,111743647,,24350,24350,24350,36 months,16.02,856.32,C,C5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,338xx,FL,13.01,0,Mar-89,0,,40,10,6,8500,21.7,23,w,48 months,18.02000046
1416,111875704,,23000,23000,23000,36 months,16.02,808.84,C,C5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,906xx,CA,18.82,0,1-Jul,0,29,,9,0,9131,73,9,w,48 months,18.02000046
1417,111729549,,12000,12000,12000,36 months,15.05,416.28,C,C4,17-Jun,Current,n,,debt_consolidation,Debt consolidation,346xx,FL,5.55,0,6-Oct,0,28,,5,0,3763,75.3,15,w,48 months,17.05000019
1418,111808719,,2000,2000,2000,36 months,9.44,64.01,B,B1,17-Jun,Current,n,,other,Other,142xx,NY,21.63,0,5-Jan,0,,,11,0,11613,48.6,12,w,48 months,11.43999958
1419,112041270,,10000,10000,10000,36 months,5.32,301.15,A,A1,17-Jun,Current,n,,debt_consolidation,Debt consolidation,443xx,OH,10.43,1,Jun-86,0,14,,10,0,16776,5.8,29,w,48 months,7.320000172
1420,112134186,,6500,6500,6500,36 months,5.32,195.75,A,A1,17-Jun,Current,n,,debt_consolidation,Debt consolidation,486xx,MI,23.68,0,4-Jul,0,,,8,0,7182,37.2,18,w,48 months,7.320000172
1421,111786384,,5000,5000,5000,36 months,7.97,156.62,A,A5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,784xx,TX,21.91,0,Apr-00,0,37,,6,0,4139,58.3,14,w,48 months,9.96999979
1422,111928185,,1600,1600,1600,36 months,7.97,50.12,A,A5,17-Jun,Current,n,,home_improvement,Home improvement,974xx,OR,20.98,0,Jun-00,0,,,7,0,15836,34.7,9,w,48 months,9.96999979
1423,111818949,,24000,24000,24000,36 months,7.07,741.82,A,A2,17-Jun,Current,n,,credit_card,Credit card refinancing,921xx,CA,29,0,Oct-94,0,,,16,0,52181,15.3,45,w,48 months,9.070000172
1424,112015267,,20000,20000,20000,36 months,10.42,649.3,B,B3,17-Jun,Current,n,,debt_consolidation,Debt consolidation,024xx,MA,23.17,0,11-Oct,1,,,11,0,19706,57,16,w,48 months,12.42000008
1425,110528493,,2000,2000,2000,36 months,7.97,62.65,A,A5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,917xx,CA,15.58,0,4-Jan,0,,51,9,1,1944,15.4,13,w,48 months,9.96999979
1426,111955677,,13925,13925,13925,36 months,10.42,452.08,B,B3,17-Jun,Current,n,,other,Other,983xx,WA,27.11,0,Sep-91,0,,,12,0,53521,91.8,22,w,48 months,12.42000008
1427,111817975,,6025,6025,6025,36 months,10.91,197,B,B4,17-Jun,Current,n,,moving,Moving and relocation,027xx,MA,17.3,0,6-Sep,0,29,,13,0,9508,58.3,25,w,48 months,12.90999985
1428,111858343,,6000,6000,6000,36 months,11.99,199.26,B,B5,17-Jun,Current,n,,other,Other,700xx,LA,25.38,1,Dec-88,0,19,,10,0,19358,79,15,w,48 months,13.98999977
1429,111857517,,10000,10000,10000,36 months,10.91,326.97,B,B4,17-Jun,Current,n,,home_improvement,Home improvement,463xx,IN,14.91,0,7-Aug,0,,,8,0,5086,37.1,11,w,48 months,12.90999985
1430,111916550,,4000,4000,4000,36 months,11.99,132.84,B,B5,17-Jun,Current,n,,home_improvement,Home improvement,187xx,PA,33.71,0,3-Apr,0,35,,14,0,7705,86.6,47,w,48 months,13.98999977
1431,111839514,,9000,9000,9000,36 months,10.91,294.27,B,B4,17-Jun,Current,n,,debt_consolidation,Debt consolidation,100xx,NY,10.78,0,6-Nov,0,24,,9,0,7343,74.9,13,w,48 months,12.90999985
1432,111736718,,12000,12000,12000,36 months,11.99,398.52,B,B5,17-Jun,Current,n,,credit_card,Credit card refinancing,270xx,NC,16.89,0,1-Oct,0,74,84,10,1,16501,72.7,20,w,48 months,13.98999977
1433,112020696,,20000,20000,20000,36 months,9.44,640.1,B,B1,17-Jun,Current,n,,debt_consolidation,Debt consolidation,762xx,TX,25.23,0,Oct-95,2,,,19,0,30116,31.5,39,w,48 months,11.43999958
1434,112030646,,20000,20000,20000,36 months,16.02,703.34,C,C5,17-Jun,Current,n,,credit_card,Credit card refinancing,956xx,CA,31.48,0,7-Apr,0,,,28,0,16478,32.6,36,w,48 months,18.02000046
1435,110806255,,6000,6000,6000,36 months,7.97,187.94,A,A5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,453xx,OH,22.62,0,Oct-87,0,39,,11,0,12035,49.5,33,w,48 months,9.96999979
1436,112034095,,10000,10000,10000,36 months,7.97,313.23,A,A5,17-Jun,Current,n,,credit_card,Credit card refinancing,076xx,NJ,18.03,0,Mar-82,1,,,16,0,16481,36.7,41,w,48 months,9.96999979
1437,111796312,,7000,7000,7000,36 months,7.07,216.37,A,A2,17-Jun,Current,n,,major_purchase,Major purchase,934xx,CA,19.54,0,Jun-92,0,,,10,0,17995,65,15,w,48 months,9.070000172
1438,110271638,,11325,11325,11325,36 months,13.59,384.82,C,C2,17-Jun,Current,n,,credit_card,Credit card refinancing,383xx,TN,24.68,2,Apr-97,0,8,,7,0,18574,45.1,20,w,48 months,15.59000015
1439,110756898,,7200,7200,7200,36 months,10.42,233.75,B,B3,17-Jun,Current,n,,medical,Medical expenses,331xx,FL,11.07,1,8-Aug,1,11,,22,0,11883,47.5,40,w,48 months,12.42000008
1440,112047624,,11000,11000,11000,36 months,13.59,373.77,C,C2,17-Jun,Current,n,,credit_card,Credit card refinancing,761xx,TX,14.7,1,Feb-98,0,6,,6,0,8156,55.9,18,w,48 months,15.59000015
1441,112008063,,3000,3000,3000,36 months,11.99,99.63,B,B5,17-Jun,Current,n,,home_improvement,Home improvement,490xx,MI,7.53,0,May-94,1,,87,11,1,22567,92.5,24,w,48 months,13.98999977
1442,111668744,,1625,1625,1625,36 months,10.91,53.14,B,B4,17-Jun,Current,n,,credit_card,Credit card refinancing,681xx,NE,2.61,2,7-Jan,1,15,,7,0,1602,40.7,10,w,48 months,12.90999985
1443,110416785,,3000,3000,3000,36 months,10.42,97.4,B,B3,17-Jun,Current,n,,credit_card,Credit card refinancing,782xx,TX,16.55,2,Nov-00,0,5,,12,0,4367,38.1,19,w,48 months,12.42000008
1444,111966408,,18000,18000,18000,36 months,23.88,705.06,E,E2,17-Jun,Current,n,,debt_consolidation,Debt consolidation,113xx,NY,10.96,0,Oct-82,0,,,8,0,11104,99.1,13,w,48 months,25.87999916
1445,109691991,,5000,5000,5000,36 months,13.59,169.9,C,C2,17-Jun,Current,n,,other,Other,327xx,FL,22.07,0,6-Feb,0,41,,6,0,1954,22.7,20,w,48 months,15.59000015
1446,112076431,,30000,30000,30000,36 months,7.35,931.13,A,A4,17-Jun,Current,n,,debt_consolidation,Debt consolidation,450xx,OH,9.48,0,Aug-98,0,54,,16,0,16397,31.8,24,w,48 months,9.349999905
1447,111103594,,10000,10000,10000,36 months,10.91,326.97,B,B4,17-Jun,Current,n,,moving,Moving and relocation,606xx,IL,27,0,8-Sep,0,49,,22,0,19829,67.9,26,w,48 months,12.90999985
1448,111837794,,16000,16000,16000,36 months,19.03,586.74,D,D3,17-Jun,Current,n,,credit_card,Credit card refinancing,448xx,OH,31.44,0,Nov-98,2,,,15,0,5504,21.6,30,w,48 months,21.03000069
1449,111939074,,11700,11700,11700,36 months,30.17,497.78,F,F3,17-Jun,Charged Off,n,,debt_consolidation,Debt consolidation,341xx,FL,32.86,0,7-May,1,32,,12,0,2277,71.2,22,f,48 months,32.17000008
1450,111967594,,35000,35000,35000,36 months,10.91,1144.37,B,B4,17-Jun,Current,n,,other,Other,853xx,AZ,13.58,0,Dec-94,1,,,3,0,5027,100.5,12,w,48 months,12.90999985
1451,111048884,,10000,10000,10000,36 months,7.21,309.74,A,A3,17-Jun,Current,n,,debt_consolidation,Debt consolidation,830xx,WY,13.33,0,May-97,0,,,9,0,9455,17.8,34,w,48 months,9.210000038
1452,112116701,,5000,5000,5000,36 months,10.91,163.49,B,B4,17-Jun,Current,n,,home_improvement,Home improvement,850xx,AZ,4.37,0,Jan-98,0,,36,11,3,4202,11.5,24,w,48 months,12.90999985
1453,111816546,,18000,18000,18000,36 months,16.02,633.01,C,C5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,584xx,ND,27.84,0,Sep-95,0,60,,15,0,10089,70.6,40,w,48 months,18.02000046
1454,111997149,,2500,2500,2500,36 months,7.35,77.6,A,A4,17-Jun,Current,n,,moving,Moving and relocation,606xx,IL,10.83,0,May-97,0,59,,10,0,10779,51.6,29,w,48 months,9.349999905
1455,111976430,,10000,10000,10000,36 months,11.99,332.1,B,B5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,980xx,WA,27.62,1,2-Dec,1,,49,12,1,6249,45,16,w,48 months,13.98999977
1456,112145129,,2000,2000,2000,36 months,10.42,64.93,B,B3,17-Jun,Current,n,,credit_card,Credit card refinancing,467xx,IN,28.08,0,1-Dec,1,57,50,12,2,1258,7.6,39,w,48 months,12.42000008
1457,112088784,,6025,6025,6025,36 months,16.02,211.89,C,C5,17-Jun,Current,n,,other,Other,024xx,MA,10.02,1,1-Jun,1,17,,13,0,20068,102.9,26,w,48 months,18.02000046
1458,110791555,,5000,5000,5000,36 months,16.02,175.84,C,C5,17-Jun,Current,n,,other,Other,103xx,NY,2.9,0,8-Feb,1,32,,4,0,6083,82.2,4,w,48 months,18.02000046
1459,111836716,,7000,7000,7000,36 months,11.99,232.47,B,B5,17-Jun,Current,n,,other,Other,787xx,TX,15.19,0,Jul-98,0,37,,14,0,44606,73.7,29,w,48 months,13.98999977
1460,111863357,,25000,25000,25000,36 months,21.45,947.67,D,D5,17-Jun,Current,n,,other,Other,323xx,FL,9.91,0,6-Mar,3,46,43,7,7,2571,13.3,19,w,48 months,23.45000076
1461,112061949,,5000,5000,5000,36 months,10.91,163.49,B,B4,17-Jun,Current,n,,debt_consolidation,Debt consolidation,146xx,NY,16.91,0,8-Nov,0,,,8,0,4781,61.3,10,w,48 months,12.90999985
1462,111472769,,16800,16800,16800,36 months,10.91,549.3,B,B4,17-Jun,Current,n,,debt_consolidation,Debt consolidation,070xx,NJ,24.81,0,Apr-96,3,,,15,0,17882,44,20,w,48 months,12.90999985
1463,111699990,,40000,40000,40000,36 months,10.91,1307.85,B,B4,17-Jun,Current,n,,major_purchase,Major purchase,373xx,TN,22.19,2,Aug-00,2,14,,14,0,3047,7.4,26,w,48 months,12.90999985
1464,111810643,,4000,4000,4000,36 months,7.07,123.64,A,A2,17-Jun,Current,n,,car,Car financing,953xx,CA,17.7,0,Mar-82,0,,,14,0,20704,32,22,w,48 months,9.070000172
